Review,Score,ThumbsUp,CreatedAt
"Aplikasi pembodohan, main blokir seenaknya aja!!! Padahal saldo akun masih ada, telpon CS malah gak ada solusi samasekali, malah gak bisa digunakan kembali akunnya. Smoga gak ada lagi yang instal aplikasi ini, kalau ada bintang 0 itu lebih bagus,",1,0,2021-10-01 12:08:30
"untuk gojek dan beserta jajaran nya. untuk harga goride dan lain nya tolong perhitungkan biaya perjala an nya saya menilai terlalu tinggi untuk harga sekali jalan jarak dekat apalagi perjalanan yg cukup jauh, yang di tambah tidak ada promo2 yang di berikan kepada konsumen berbeda dengan gran yang selalu memberikan voucher atau potongan harga untuk konsumen setia nya, dan sekarang gojek terlalu asal rekrut mitra nya, motor mitra tidak di cek, sehingga banyak motor tidak layak pakai di gunakan.",2,22,2019-05-18 16:50:35
Sangat merugikan. Tolong donk d menu go food d perbaharui. Ga ada pembatalan pesanan nya. Harus nya ada konfirmasi lagi donk sebelum makanan bener2 di pesan. Ini tau2 udh d pesan. Tanpa tau apa yg di pesen dan brp jumlah nya (krn tanpa sengaja ke pijit).,1,2,2021-05-11 13:03:36
Aplikasi reibet nomerku hilang gak bisa buka. Harus ngurus pakai inilah intulah. Coba opsi 2 pakai email kan lebih mudahkan penggunaan. Tolong email itu gunakan jangan buat iklan dan promosi doang males ngapus nya!!!!,1,0,2021-04-24 06:42:28
"ini apk kenapa padahal saya sudah pesan go ride dan malahan sudah sampe dilokasi tujuan. Tiba tiba apk Saya sudah pesan lagi, dengan lokasi awal dan tujuan yang sama. bukannya apa, saya kasian ke driver nya. ketambah nanti akun saya yang kena. 😩",2,4,2026-03-19 12:10:11
"Aplikasi buruk + SDM buruk. Sudah bayar gopay later sebelum jatuh tempo tapi tagihan tetap muncul. Sudah isi laporan bantuan + email percuma jawaban otomatis tetap belum terbayar. CS gopay / gojek sudah telf berulang kali juga percuma di jelasin cuma bilang : iya iya iya . Tetep aja ga ada solusi !!!! Busuk buruk bener ,",1,0,2023-08-18 12:24:22
"Saya melakukan tarik tunai gopay di ATM tapi kode transaksi belom saya Terima di status lagi diproses, kapan diproses nya lama amat dari jam 10 pagi melakukan tarik tunai sampai sore kode transaksi belum saya Terima, saldo saya berkurang, gimana sih. Saya merasa dirugiin..",2,0,2021-06-04 15:52:07
"Lokasi titik selalu tidak pas, itu sangat menggangu baik mitra/customer, mohon di perbaiki lg, dan kalo bisa dibuatkan fitur untuk mengubah lokasi/titik saat setelah terlanjur memesan. Terimakasih.",2,0,2020-08-02 16:16:52
"Aplikasinya si bagus tapi CSnya dihubungi mau minta bantu gmn cara ganti nomor telepon lama soalnya akunku gbs login, balasnya ""kami belum menerima jawaban anda, laporan dianggap selesai"" padahal udah 5x balesin emailnya pake info akunku tapi balasannya gitu terus. Ya akhirnya aku gabisa masuk akunku selamanya :)",3,0,2020-11-15 14:52:53
"Aneh, siang tadi dapat notif dari Tokopedia, kalau akun sudah bisa pilih limit Gopaylater di akun GOJEK. gitu notif di klik, gk ada pilihan ""Pilih Limit"". Paylter sangat sering digunakan, sudah 1 tahun limit gak naik². Hahahahaa",4,2,2022-10-31 01:46:59
"Akhir² ini semenjak promo diskonnya bisa milih, malah akhirnya gak bisa dipilih sama sekali. Padahal minimal order udah terpenuhi. Ntah mungkin itu tulisan promo cuma buat gimmick doank atau gimana? Belum lagi ""harta karun"" dari goclubnya yang baru² ini gak bisa dipakai sama sekali karena yang ditawarkan gak berguna untuk kepentingan ku. Lebih parahnya lagi, yang bagian gofood gak ada restonya di aplikasi. Emang gak boleh ngarep sih ya, meskipun udah langganan.. 😔",3,12,2022-08-31 11:21:00
"Padahal saya belum pernah update KTP tapi customer service saya tlp katanya sudah daftar auto, hari ini di tlp lagi katanya tidak ada daftar auto tp nyatanya akun saya sudah terdaftar, minta di hapus tidak bisa.. Tidak seperti tetangga sebelah yg lebih flexible.padahal saya bisa dibilang pengguna aktif loh..",1,20,2020-05-18 11:01:54
"Tolong perbaiki apk nya lebih fix lagi!!..., gps saya sudah menyala dan say sudah setting ke alamat rumah, posisi saya sudah di alamat rumah juga tapi kejadian kemarin titik lokasinya malah pindah ke daerah lain yg lebih jauh, lebih tepatnya di mall, padahal di Hp tertera alamat rumah saya, jadinya pak drivernya kesitu dan saya juga harus ke titik lokasi tersebut.. bug yg sangat merugikan, kok bisa kyk gitu ya??, Mohon diperbaiki lagi apk nya.. saya tunggu balasan nya",1,0,2021-03-02 00:05:20
"Kesel banget sudah email berkali-kali tetep masalah tidak bisa diselesaikan, masih ada saldo gopay juga 😭😭 gabisa dibuat order ""server padat merayap"" kalo begini terus pasti kalah dg app sebelah 😔 Tolong diperbaiki kok makin lengkap tapi hal-hal dasar makin ga jelas, cuma sekedar order goride padahal 😑",2,3,2021-08-20 13:11:41
"haloo admin gojek tolong ya kenapa kalau lagi nunggu driver jemput itu fitur chatnya sering gabisa dipencet dan di buka benr bener ngestuck gitu tapi fitur lainnya ngga dan rekomendasi chatnya juga ga bisa dipencet di tampilan saya bener bener ngebug... kalau soal jaringan saya coba pakai jaringan milik orang lain juga sama saja.. tolong diperbaiki ya agar mempermudah komunikasi konsumen dan driver tidak miss, makasii.",4,0,2025-07-09 17:07:49
"Tolong lah bener kan lagi masalah gofood dan lain nya terutama ongkir yang gak ngotak, masak jarak rumah dengan yang di tuju gak sampai 1 km ongkir nya 14k dan itu pun belum juga biaya aplikasi nya. Tolong di benerin lagi masalah ongkir nya dan biaya aplikasi nya",1,2,2023-10-22 21:35:31
"Hallo kak saya mau tanya kenapa saya topup gopay pake mbanking. Transaksi pertama nya gagal tapi setelah di cek saldo rekening masih tetep gk berkurang, yg kedua kalinya juga sama gagal, pas di cek pun saldo rekening nya masih sama dan gak berkurang, pas topup yg ke 3 berhasil tapi setelah saya cek saldo, transaksi yg ke 1 sama 2 nya malah ikut berkurang juga. Dicek di mutasi itu ada keluar yg 2x topup itu Tapi saya cek di saldo gopay yg masuknya cuman 1 aja. Ini gimana ya? Terimakasih",3,0,2021-10-04 10:44:37
"Untuk fitur layanan gofood express, tolong dong naikkan tarif untuk drivernya,karena saya sebagai yg punya resto di gofood suka cekcok dengan driver, karna fitur express itu mencari driver terdekat,jadi otomatis jika customer memesan banyak menu dalam 1 orderan yg memakai layanan express,otomatis driver express lebih cepat datang sebelum makanan ready, jd mau gamau dia jd lebih lama nunggu di resto drpd pickup food reguler.,masa aplikator aja yg dapet tambahan dari fitur pengantaran express!",1,0,2026-07-05 03:07:26
"Harga gofood tidak sesuai dengan harga sebenarnya. Saya kira harganya naik, setelah saya bandingkan dengan grab food, ternyata harga nya tidak ada kenaikan di warungnya. Apa karena saya dapat voucher potongan delivery terus harga makanan nya di naikan? Gak fair dong klo seperti itu",1,0,2018-10-11 13:04:03
dengan adanya aplikasi ini banyak orang terbantu,5,0,2026-08-26 16:44:43
"Gopay ada masalah apa? Mau narik saldo ke rekening ribet minta ampun, saya sudah verifikasi pake ktp dan foto eh malah muncul katanya data tidak sesuai dukcapil, saya cek di dukcapil sesuai. Mana saldonya kepake buat keperluan genting, bener bener kecewa sama aplikasi ini",2,5,2022-09-19 10:50:46
"saran saya kepada pihak gojek ,kalau mau cari untung jangan seperti itu tadi saya belanja di GO FOOD dan dapat diskon voucher 15rb ,setelah saya pesan salah satu makanan2 yg saya pesan kosong dan harga menjadi berubah ,kenapa harga nya tidak sesuai dengan perjanjian dari awal / tidak ada potongan diskon nya 👿dan juga saya harusnya dapat ongkir gratis tapi setelah harga berubah saya tetap membayar ongkir 😡😠😡 ,SAYA JADI MULAI RAGU MAU PAKAI GOJEK LAGI UNTUK BERBELANJA",1,0,2019-08-07 19:33:36
"Cukup membantu aktifitas saya sehari hari jualan,,, Hanya skrg buka aplikasi agak lemot pas buka pilihan Gosend,,,baru muncul pilihan dalam kota,,,sayangnya kalo cuaca hujan googlemap nya ga akurat ngaco. Satu lagi terkadang driver pilih2 paket.kalo menurut driver kebanyakan langsung cancel,,,😥",4,1,2023-01-11 08:51:41
saya sudah cancel pesanan pertama dan memesan yg lain kenapa jadi pesan berulang. mana supir telepon dan chat terus marah-marah.. sangat tidak nyaman. selain itu untuk meminta data penggunaan sekarang ribet padahal dulu cepat,3,0,2019-03-15 16:38:20
"Sejauh ini aplikasi sudah bagus sekali tp saran aja sih supaya lebih baik lg untuk PayLater bisa diadakan untuk pembayaran secara mencicil, jadi tidak menumpuk untuk pembayaran awal bulan dan bisa cepat lunas tanpa keluar biaya besar sekaligus untuk bayar PayLaternya.",5,0,2021-10-17 18:16:59
"aplikasinya dibikin sok simple tapi ambigu, dari mau mulai buat pesanan terlalu rame sama hal yang ga kepake dan ikon ikonnya sulit dmengerti dan dibedakan satu sama lain, saya sering salah pesan karena ikonnya hanya bulat panah fak yuh doang jadi alamat pengirim dan penerima tidak jelas yang mana. selalu mondar mandir isi alamat. layout nya balik ke yang dulu aja si, sekarang kan gojek ngelag ditambah iklan tokped gede yg otomatis sering ke klik, sekalian aja pop up judi slot atau shopee",2,4,2023-05-08 11:36:27
"Team Development GoJEK, aplikasinya tolong diperbaiki/ditambah, Contoh bisa save alamat asal dan tujuan. (aplikasi yg satunya bisa) Jadi gak perlu ketik² cari alamat lagi. GPS maps yg digunakan GoJEK kurang akurat/tepat. Sekian terimakasih.",5,0,2019-09-04 18:21:03
"Aplikasi yg sangat jelek , semua serba pending , lebih parahnya saldo udh di potong luwan , dan gapernah mau dengar masukan dri pengguna , cukup sekali dan gak akan pernah mau make lagi ! Dan gak bakal aku recomen ke orang2 , aplikasi parah",1,0,2020-11-03 20:48:19
"Sejauh ini saya sangat terbantu dengan adanya aplikasi ini, krn buat kemana2 mau pesen gocar atau gojek jd lebih mudah dan lebih irit dibanding taksi biasa, hanya saja kok skrg go point nya jd kyk sia2 ya pilihan buat tukar point dikit dan kebanyakan daerah sby dan jogja. Pilihan utk tukar gopoint nya diperbanyak lagi donk kyk dulu",4,1,2018-12-31 11:53:26
"Bagaimana driver mau dpt orderan, kalo aplikasi gojek penumpang nya sering error. pasti penumpang beralih ke aplikasi lain. Buatlah semudah dan se sederhana mungkin supaya bisa digunakan customer.",3,0,2026-06-24 04:37:17
"Ya allah ini aplikasi makin kesini makin parah ,makin jelek banget, rasa nya mau uninstal aja!! Udah mahal ongkir gofood ny, ada biaya platform, biaya makanan lebih mahal dari di resto, aplikasi nya lemot pula!! Kita uninstal masal aja lah yuk!!",1,1,2021-08-30 20:25:33
"Sekarang performa gojek makin memburuk, untuk klik pesanan aja lamanya bukan main. Padahal jaringan nya sudah saya pastikan cepet dan sinyal bagus tapi saat mau buka aplikasi dan melakukan pemesanan susah banget . Minta di perbaiki lagi dong sistemnya biar cepet dan mudah kek dulu. Terimakasih",1,26,2021-10-12 14:53:53
Knp tiba2 diskon khususnya di gofood pada gk ada.. kasihan kita2 sbg pembeli.. harga makanan dh mahal belom lagi ongkirnya cuma dekat aja bisa sampe 16rb.. Tadinya saya suka bgt pake layanan gofood.. tpi klo skg memberatkan dan terlalu mahal ya maaf.. mungkin saya akan pindah ke layanan aplikasi sebelah yg msh ada diskonya dan agak murah.. Masa di bulan ramadhan ini bukanya cari berkah tpi malah cari keuntungan sebesar2nya.. Kepuasan pelanggan itu yg utama.. makasih,1,4,2024-04-01 17:28:55
"Bug name nya tolong di perbaiki, saya setel nama di gojeknya malah lain pas top up saldo di Alfa, sangat mengganggu sekali, udah diganti berkali kali tetap saja tidak berubah nama lama yg tercantum , tolong diperbaiki ini sistem nya",3,0,2021-11-03 20:39:23
"promo harkulnas, kemaren pesanan tidak sesuai, pesan 2 diantar cuma 1, driver nya balik laginke resto nya, trus antar lagi. hari ini di aplikasi harga 13.500 gratis ongkir. pas di validasi harga nya jadi plus ongkir. baru pas ada promo gini pemesanan gofood bermasalah. sebelum nya tidak mengecewakan. harkulnas bayar pake gopay, biasanya gratis ongkir.. kecewa...",3,0,2019-05-05 23:14:42
"Driver di ngawi tidak ramah, mintanya offline padahal sdh terhubung online, kalaupun mau minta tambahan karena mungkin waktunya malam, asal tidak jangan kebangetan, pasti bisa dikomunikasikan. Memudahkan urusan orang, bukan malah menyulitkan, kalau gak siap jadi driver gocar/online gak usah daftar. Gojek TOLONG PERHATIKAN HAL2 TERSEBUT, kemudian pilihan cancel juga harus ada opsi lainnya spy kastamer bisa jelaskan rinci alasan dicancel oleh kastamer, jangan seolah kastamernya yang selalu salah.",1,27,2023-11-30 23:12:18
"Bingung dengan maps nya gojek setiap order bukannya dikasih jalur alternatif yang cepat malah muter dengan rute yang jauh terus kalau cari driver ada yang terdekat malah dapat yang jauh, dicancel kasian sama driver. Tolong perbaiki lagi aplikasinya terutama untuk maps.",2,29,2019-03-07 11:25:19
"Aku jadi nyesel aktifin pay later di gojek , suka lupa pas pembayaran malah jadi sering pake pay later 😰. Nah sekarang pake pay later ada biaya langganan bulanan dan itu mahal banget menurutku 25rb per bulan. Buat kantong mahasiswi yaa mahal dong segitu apalagi kalo udah jatuh tempo masyaallah 2rb/hari kena cas nya 😭😭 nyeselll",1,3,2020-01-01 13:27:32
Kok saya tidak bisa menggunakan GO-PAY later padahal saya baru saja membayar GO-PAY later bersama dengan denda nya juga setelah diupdate kok jdi gak bisa dipake lagi Padahal sebelum nya oke oke aj Setiap mau pake GO-PAY later opss ada sedikit ganguan,2,22,2023-08-09 07:36:14
"Makin kesini makin banyak menu2 yg ga penting dan justru malah bikin bingung, trus tampilannya keliatan penuh bgt kurang efisien ga kyk dlu. Beranda nya rame bgt kek pasar malem huhu. Kdg juga ribet mau pake voucher yg ada, ga langsung auto pakai. Pernah pesen pakai hrga normal padahal punya voucher discount krna ga tau ad voucher. Hrs rutin cek voucher. Lebih efisien lg dong menu2 nya kyk dlu pliss.",3,18,2020-07-17 18:16:19
"Pengalaman pagi ini, secara TIDAK sengaja pesanan GoJek kepencet hingga (2) dua kali, dikarenakan HP kebetulan bermasalah systemnya, jadi kepencet2 layarnya, mungkin masukan buat Apk Gojek, apabila user melakukan pesanan maka ada Message Box yg berada d tengah layar, jadi meminimalkan kejadian Tidak Sengaja Order pesanan, serta apabila sudah ada Order pesanan pertama, maka apabila sengaja / tdk sengaja pencet Order pesanan kedua, maka ada message box konfirmasi yg berada di tengah layar.Trim's",1,0,2024-04-01 11:36:57
"Sangat terbantu banget dengan aplikasi ini, sering banget lupa bawa sesuatu yang penting ke sekolah, nah dengan apikasi ini selamat dech tugas ataupun sesuatu yang lupa bisa dengan cepat sampe ke sekolah.",5,5,2026-04-02 06:39:50
Pembayaran Pay Later lancar tapi di bekukan. Bolak balik nanya support@findaya tidak menemukan solusi. Malah di bilang tidak masuk kriteria pemakaian pay later padahal sudah 7 bulan pakai dan tidak ada keterlambatan pembayaran pay later. Trmksh gojek pay later anda sangat mengecewakan.,1,30,2020-03-06 05:30:58
"Menurut saya aplikasi ini lumayan bagus banyak promonya dan potongan harga maupun ongkos. Namun ternyata dibalik itu ada driver yang fee nya di potong juga. Pernah saya naik gojek tp apps, Dan driver cerita bahwa adanya promo malah merugikan mereka. Karena promo tersebut memotong fee untuk mereka. Alhasil mereka lebih memilih untuk ojek biasa dibayar standar.",2,0,2021-11-03 08:36:39
"ini masukan tolong sistem nya di perbaikin dong, saya kan dapat voucer/potongan, /diskon lah, pas saya coba pesan waktu driver nya belum Terima harga nya 2 ribu, ehhh pas driver nya Terima harga nya langsung berubah menjadi empat ribu, eh go pay ku langsung kepotong 4 rb, sistem nya tolong dong baikin, paling tidak ada pemberitahuan lah, Terima kasih.",3,5,2019-01-26 16:21:55
"Harga sebelum pesan sama sesudah di pesan beda banget . Jauh lebih mahal setelah di pesan . Tidak sesuai . Mengecewakan sih , apalagi pas uda cancel tapi driver tetep datang . Jadi bingung kan",2,0,2018-12-09 10:12:18
"Coba Revisi kembali aturan aturan yang memungkinkan custemer tidak memakai aplikasi lagi.. 1 ) biaya penanganan kepada custemer itu membuat beban.. 2) resto membuat makan sudah selesai ,sekitar 20mneit driver blm kunjung tiba 3) hapus ongkir 5ribu, kasihan driver tidak dapat apa apa... 4) tolong ganti orang ATi yang kurang cerdas dan membuat aturan lebih tidak masuk akal.. Terima kasih 🙏",1,0,2023-09-10 19:08:09
"Fitur gofood yg sekarang jelek banget, gak ada maps driver lagi dimana jadi gak bisa cek udah jalan atau belum, terus gak ada tombol batalkan kalo udah nunggu sejam, padahal saya udah nunggu lama banget, asli mengecewakan! Kalo ada rating minus saya kasih rating -100! mana jarang ada kupon, walaupun ada kupon pasti harus pake bank tertentu",1,236,2024-04-01 18:08:21
Suka main cabut voucher seenaknya padahal kesalahan ada di penjual GoFood. Langsung saya uninstall aplikasi ini. Mending pake aplikasi sebelah. Lebih konsisten lebih banyak promonya nggak setengah setengah kalo ngasih promo.,1,0,2019-07-29 19:37:24
"Sistem pembayaran dengan kartu debitnya payah sekarang, kalau saldo terpotong, kembalinya lama gak jelas, customer juga harus hubungi sendiri banknya bukan pihak gojek. Padahal saldo terpotong karena nggak dapat driver bukan karena batalkan sendiri. Sangat tidak customer oriented untuk mekanisme pembayarannya sekarang. Harap diperbaiki.",1,1,2023-05-04 18:23:47
"Pesan gofood dibikin menunggu lama tanpa kepastian adanya driver, cuma dikasih opsi membatalkan. Lebih baik dari awal dikasih informasi bahwa driver tidak tersedia, jadi tidak perlu order. Sudah paling benar pesan makanan pakai GRABFOOD.",1,19,2026-03-06 13:18:32
"Jadi ceritanya saya lapar pesen soto di go food, setelah pesan ada pembicaraan di chat sesuai aplikasi, saya jawab ""iya"" Lalu saya nunggu sambil melakukan aktifitas lain, setelah menunggu beberapa waktu saya liat kembali ke aplikasi udah ga ada apa2, history cuma dicancel tanpa tau apa yang terjadi, jd ragu mau pesen menu yg sama",3,0,2020-03-15 14:28:02
"Saya adalah pengguna baru Gojek,ingin daftar saja susah bgt,padahal email saya belum pernah terdaftar sm sekali dibilang sudah di daftarkan,saya sudah ganti nomor,buat email baru pun tetap tdk bisa buat akun,kecewa.",1,3,2022-10-29 19:51:06
"saya punya keluhan ,sudah email tp tindak lanjutnya lama. Ngebantu si untuk pas laper. Tp kebanyakan drivernya yg kurang bisa kerja sama dgn baik. Dan sayangnya jika pas dpt driver kurang nyaman pas salah kasih bintang malah gak bisa di rubah.. Itu aja sih",3,0,2018-10-02 16:32:00
"Untuk pemesanan grabfood nya ga bagus,, blm selesai pesan udh langsung k order terus ga bisa cancel customer servicenya ga bsa d hubungin , kurang bgus ,bagi org yg baru pertama kali pakai jgn deh mending dri pada salah order ga bsa cancel",1,0,2021-05-27 22:38:06
"kesel banget gilak sama ni aplikasi, pas top up saldo buat bayar makanan harganya tiba2 beda, contoh 112k, pas isi saldo ngepas harga ongkirnya tiba2 berubah jadi totalan 113k , kan nyesek ya walaupun cuman beda seribu dua ribu juga, kalo ngga ngisi lagi via banking ngga mungkin sama nominalnya terpaksa bayar cash sisanya, penipuan banget ni aplikasi, ngga akan jadi langganan lagi aku, kecewa parah",1,0,2023-01-25 17:45:02
"Min saya masukan kode promo dan sudah bisa. Tapi kode nya belum digunakan saat itu. Dan batas terakhir pun tgl 3 maret, tapi saat saya kembalikan voucer yg tadi sudah saya dapat tiba tiba hilang. Dan saya ambil kembali di kode nya dan gak bisa digunakan. Bagaimana ni min. Kenapa skrng aplikasi nya Dulu tidak seperti ini.",2,0,2022-02-17 11:58:03
"Tingkatkan lagi aplikasinya, terkadang tidak bisa chat dengan driver terkadang yang muncul SMS biasa. Kalo bisa ada fitur seperti tetangga sebelah yang langsung mesan driver tanpa pesan seperti biasa biasanya.",5,0,2018-10-29 15:21:02
"Saat baca ulasan banyak yg bintang 1 langsung was2 soalnya insentif kartu pra kerja baru saja masuk, langsung di coba transfer ke rekening bank tapi sebelumnya saya update aplikasi gojeknya, hasilnya dalam hitungan detik transfer sudah completed, langsung berangkat cek ke atm dan benar uang sudah masuk. Yg gagal coba update aplikasinya sebelum transfer, semoga berhasil.",5,17,2020-09-23 19:00:42
"Untuk over all aplikasi ini sudah sangat² baik ,tapi entah kenapa akhir² ini promo tidak bisa dicombo seperti versi yang sebelumnya . Setelah diupdate malah voucher promo gofood tidak bisa dicombo :) Kalaupun perbaikan aplikasi jangan mengganggu kenyamanan diskon² sebelumnya . Kantong mahasiswa ini menangis gaada diskon gede :)",5,15,2022-08-23 01:16:42
"Kalo gopay latter nya harus di upgrade, ya upgrade nya di akhir bulan dong, gila baru make 5 hari disurug upgrade+bayar, kena bunga juga 12.000 , pake logika aja klo apa apa tuh, mending kalo mau upgrade di akhir bulan biar sekalian bayar!!! Enak aja.",1,0,2023-09-16 00:53:32
"saya punya saran, tolong tambahkan tema gelap di aplikasi 🙏",5,0,2026-08-21 12:46:21
"Saya mengalami kesulitan dalam mendaftar Gopay Plus, sehingga berdampak pada proses pembayaran. Alasan yang diberikan cukup banyak dan membingungkan. Seharusnya, proses pembaruan aplikasi tidak menimbulkan masalah bagi pengguna.",1,0,2023-11-19 21:34:09
"sudah baik untuk aplikasi sekarang, mungkin yang masih harus dibenahi terkadang ketika driver menelpon suka tidak masuk ke customer jadi harus membuka menu chat baru terlihat. Selebihnya sudah baik mantap!",5,0,2025-08-21 07:27:32
"kenapa setiap pesanan selalu dapat driver yg jauh, jadi tambah waktu menunggu. aplikasi sudah versi terbaru, sinyal kondisi baik mohon diperbaiki sistem pencarian driver nya, kalo bisa kayak aplikasi sebelah warna oranye.",3,0,2022-09-03 10:20:40
Kenapa sudah 3hari saya buka gopaylater selalu saja tidak bisa? Padahal mau melakukan pembayaran sebelum jatuh tempo tapi baru diklik sudah gangguan. Pdhal untuk fitur lainnya bisa di akses dengan mudah giliran gopay later tidak bisa dibuka 😭,3,0,2023-12-03 18:42:09
"Pesanan sy yg kurang blm juga di follow up, customer service nya tolong ditingkatkan lagi ya, padahal udh report n udh ngirim email, udh ngirim foto2 belanja n struk nya, udh nelp tp trnyta ga direct ke org cust.service, sm aja kayak baca sendiri di aplikasinya",1,0,2020-08-15 18:35:35
"tolong aplikasi nya diperbaiki, saya kira dicancle ama driver gatau nya diperkecil orderan nya di bawah dalam aplikasi, alhasil saya pesan lgi, jadi double orderan karna gakeliatan fitur nya kecil yg saya pesan driver sebelum nya.",1,0,2026-07-25 14:29:33
"layanannya drivernya sudah baik, semoga dapat ditingkatkan jadi lebih baik lagi.. oya.. aplikasinya klo tidak osah di update gak ada masalah kenapa ?! HP saya tidak bisa untuk update.. karna memorinya tidak mencukupi.. padahal app yang lain sudah pada dihapusi... di HP saya app gojek ni mutlak harus di update.. karna gak ada pilihan ""Nanti"".. sehingga membuat app nya tidak bisa dipergunakan.. mohon bantuannya",5,1,2019-05-03 08:38:49
"Isi pulsa dg GO Pulsa, saldo sudah berkurang pulsanya 3 hari belum masuk. Keterangan sedang proses... Stlh 3 hari ada keterangan berhasil tapi pulsa masih ga masuk juga. Sudah komplain via apps, ada balasan via email suruh nunggu 24 jam, tapi sudah 2 hari ga ada kabar juga, Sy komplain lagi di apps jawabannya masih sama, suruh nunggu 24 jam lagi. Saya balas email jawabannya juga sama, suruh nunggu 24 jam.... Lha ini sdh 2 hari berlalu dari email terakhir sampai sejarang belum ada jawaban... 😕",1,0,2019-04-05 08:37:05
"Kenapa lah saya logout terus gx bisa login lg,,padahal sudah dipastikan no nya benar untuk login,,tapi saat di klik masuk selalu keluar perintah (ups!! Ada yang salah). Entah apa yg salah gx ada solusi untuk verifikasi no tlp,email dll. Tolong solusinya dong boss",1,0,2019-09-13 03:13:05
"Sedikit saran untuk developer, saya baru saja mendaftar gopay plus, yang agak menyusahkan tidak adanya fitur mengunggah foto saat akan mendaftar gopay plus, kebetulan kamera saya sedang tergores jadi tidak bisa bekerja maksimal, dan jga bagaimana dengan mereka yang punya kamera dibawah rata-rata? Pasti kesulitan. Semoga bisa jadi masukan. Dan setahu sy pengupgradetan gopay ke gopay plus hnya btuh wktu 1x24 jam, knapa gopay sy blum terupgrade jga ya? Bgitu jga dg teman2 yg lain.",3,0,2021-03-24 06:01:47
"Tolong ya tampilan pas ganti menu karena menu resto sudah habis, SUPAYA DIPERBAIKI. Jangan sampai menu yang dipesan jadi berbeda hanya karena INFORMASI YANG DITAMPILKAN TIDAK JELAS. Dari pihak gojek juga seharusnya langsung MENINDAK RESTO YANG SERING KEHABISAN MENU TAPI TIDAK DI UPDATE karena merugikan konsumen. Saya sudah lama pake jasa gofood tapi malam ini dikecewakan sekali oleh sistem aplikasinya.",1,21,2023-07-08 22:42:03
Setelah diperbarui kenapa disaat kita mendapatkan voucer dan pas kita sudah pesan bahkan sudah order malah berubah lagi harganya padahal kita pakai voucher yg kita dapat dan sudah sesuai dengan waktu dan tempat... Bagaimana ini kelanjutan nya?,2,229,2018-12-07 17:14:29
"BAGUS BAT ANJIERS, sehidup ini blm pernah nemu driver problematik disini wkwk, mantull dah ni aplikasi 🥳",5,0,2026-05-05 10:54:33
"Tingkat keamanan yang lebay, mau login salah 1 kali aja input no tlp aja disuruh nunggu 12 jam, pas bisa nomor tlp tidak terdaftar padahal, di dalam nya ada saldo yg urgent dan pingin saya pakai pas bisa login mah validasi no tlp tp nomor tlp yg tertera sehingga SMS tidak masuk, sistem aneh",1,7,2021-09-02 07:50:21
"Chat dari resto dengan cepat ditutup Padahal ada pesanan yang kurang (sudah dikonfirmasi resto dari 13 pesanan ada 4 yang ketinggalan) Namun pembeli tidak bisa chat balik ke resto Sudah komplain ke customer service tidak ada tanggapan, customer service nya cuma bot Mengecewakan !!!",1,5,2023-07-03 20:58:41
Untuk sejauh ini orderan selalu tepat waktu meskipun sesekali pernah terkendala dengan maps lokasi yang tidak pas. Aplikasi yang membantu pas laper tapi hujan. Semoga kedepannya maps lokasi bisa di perbaiki 🤗,4,0,2022-10-25 15:13:57
"Sebelumnya saya kasih bintang 5, tpi skrg saya ubah jadi 1 karena banyak masalah. Sudah dari lama pakai gojek dan lancar2 aja. Kenapa kok sekarang sering ngeblank gitu ya? kayak error gitu dan gak bisa diapa2in, otomatis aplikasinya harus ditutup. Setelah dibuka lagi masih sama juga, suka ngeblank. Tolong dong develop aplikasinya dengan baik dan benar, biar user seperti kami bisa enak menggunakannya. Tambahan: Makin gak jelas apk nya, malah jaringan internet yang disuruh periksa",1,654,2023-12-17 07:49:28
"Susah banget upgrade gopay plus, udah ulang berkali kali foto tetap blur, harus nya kasih fitur ambil foto dari gallery atau bisa mengubah kamera depan dan belakang saat foto, kasian orang yang hp kamera nya kurang bagus. nyusahin banget!!",1,7,2021-06-16 10:49:19
"saya awal mesen makanan pas belum di pesan itu 17.700 dan gratis ongkirnya karna pakai go pay. eh, pas udah di pesen harganya berubah jadi 17.700 + 4.000 gimana nih? saya jadi kapok beli lagi. 4.000 nya itu masuk ongkir, sedangkan sebelum di pesan itu gratis ongkir. nyesell....",1,0,2019-03-04 13:25:17
aplikasi jelek orderan makanan tidak bisa di cancel👎🏻,1,0,2026-07-22 08:12:51
"Kecewa bgt sih sama aplikasi ini skrg, naik gocar gak pakai lewat tol sama parkir eh ada tagihan yg harus dibayar tiba"". Gak masuk akal bgt. Solusinya kita harus bayar dulu baru di kembalikan. Kita top up ada biaya. Solusinya tetep aja merugikan customer.",1,0,2022-02-12 22:07:59
Kelemahan di aplikasi ini ketika mau upgrade ke gopay plus sangat sulit sekali.sudah mecoba beberapa kali hasil foto ktp tetap saja buram..kalo bisa di ganti aja dengan scan wajah untuk fitur foto ktp plus orangnya...,1,5,2020-09-02 00:04:14
